UF,Tipo Crime,Mês,2015,2016,2017,2018,2019,2020,2021,2022
Paraná,Roubo a instituição financeira,fevereiro,0,0,0,0,1,1,2,2
Paraná,Roubo a instituição financeira,janeiro,0,0,0,3,2,0,0,0
Paraná,Roubo a instituição financeira,julho,0,0,0,0,5,1,1,3
Paraná,Roubo a instituição financeira,junho,0,0,0,2,1,0,0,0
Paraná,Roubo a instituição financeira,maio,0,0,0,2,2,0,0,3
Paraná,Roubo a instituição financeira,março,0,0,0,13,1,0,1,1
Paraná,Roubo a instituição financeira,novembro,0,0,0,1,1,1,2,0
Paraná,Roubo a instituição financeira,outubro,0,0,0,0,0,1,0,0
Paraná,Roubo a instituição financeira,setembro,0,0,0,0,2,0,0,0
Paraná,Roubo de carga,abril,46,65,70,65,59,44,56,36
Paraná,Roubo de carga,agosto,67,88,82,56,71,46,51,37
Paraná,Roubo de carga,dezembro,58,83,67,46,41,36,58,34
Paraná,Roubo de carga,fevereiro,41,68,90,70,44,36,40,28
Paraná,Roubo de carga,janeiro,45,70,86,64,51,26,27,44
Paraná,Roubo de carga,julho,72,83,65,44,42,43,59,35
Paraná,Roubo de carga,junho,61,81,86,71,44,35,42,45
Paraná,Roubo de carga,maio,64,72,90,62,67,38,58,47
Paraná,Roubo de carga,março,54,65,93,83,40,43,44,43
Paraná,Roubo de carga,novembro,68,77,81,37,47,38,41,51
Paraná,Roubo de carga,outubro,64,67,74,44,58,36,31,39
Paraná,Roubo de carga,setembro,67,80,62,53,62,35,40,34
Paraná,Roubo de veículo,abril,739,1024,1050,700,509,431,332,296
Paraná,Roubo de veículo,agosto,757,1183,959,613,453,322,338,300
Paraná,Roubo de veículo,dezembro,763,1019,732,539,406,298,311,295
Paraná,Roubo de veículo,fevereiro,731,947,971,726,495,503,352,228
Paraná,Roubo de veículo,janeiro,723,938,986,718,532,432,340,297
Paraná,Roubo de veículo,julho,655,1134,905,656,509,309,342,291
Paraná,Roubo de veículo,junho,616,1090,962,662,484,327,333,276
Paraná,Roubo de veículo,maio,697,932,1024,649,579,342,371,281
Paraná,Roubo de veículo,março,809,991,1141,764,465,488,370,325
Paraná,Roubo de veículo,novembro,889,1060,871,596,449,331,300,308
Paraná,Roubo de veículo,outubro,976,1088,901,657,488,342,282,262
Paraná,Roubo de veículo,setembro,886,1162,864,590,420,328,359,265
Paraná,Roubo seguido de morte (latrocínio),abril,5,6,0,1,1,6,3,5
Paraná,Roubo seguido de morte (latrocínio),agosto,9,8,6,2,8,7,1,6
Paraná,Roubo seguido de morte (latrocínio),dezembro,7,3,5,1,4,7,3,7
Paraná,Roubo seguido de morte (latrocínio),fevereiro,2,9,6,10,3,2,5,3
Paraná,Roubo seguido de morte (latrocínio),janeiro,5,3,6,5,2,3,5,4
Paraná,Roubo seguido de morte (latrocínio),julho,1,6,2,4,7,8,4,3
Paraná,Roubo seguido de morte (latrocínio),junho,4,3,7,2,2,4,2,3
Paraná,Roubo seguido de morte (latrocínio),maio,4,5,6,12,3,0,1,8
Paraná,Roubo seguido de morte (latrocínio),março,2,7,6,6,6,7,7,5
Paraná,Roubo seguido de morte (latrocínio),novembro,4,5,6,4,10,4,2,3
Paraná,Roubo seguido de morte (latrocínio),outubro,8,3,5,5,7,3,3,3
Paraná,Roubo seguido de morte (latrocínio),setembro,4,4,8,1,6,6,4,7
Paraná,Tentativa de homicídio,abril,68,82,51,49,42,69,99,62
Paraná,Tentativa de homicídio,agosto,74,56,50,29,36,81,87,76
Paraná,Tentativa de homicídio,dezembro,71,49,55,42,59,100,124,99
Paraná,Tentativa de homicídio,fevereiro,59,67,73,38,32,52,62,66
Paraná,Tentativa de homicídio,janeiro,67,56,67,47,27,76,91,90
Paraná,Tentativa de homicídio,julho,57,54,73,40,34,57,71,70
Paraná,Tentativa de homicídio,junho,54,48,47,33,30,61,71,71
Paraná,Tentativa de homicídio,maio,67,62,53,45,37,53,71,67
Paraná,Tentativa de homicídio,março,77,61,84,37,35,54,86,64
Paraná,Tentativa de homicídio,novembro,61,76,65,48,32,90,84,64
Paraná,Tentativa de homicídio,outubro,72,63,67,42,38,85,113,72
Paraná,Tentativa de homicídio,setembro,71,65,62,32,32,77,115,78
Paraíba,Estupro,abril,28,37,23,16,14,14,17,39
Paraíba,Estupro,agosto,22,33,37,25,12,25,28,63
Paraíba,Estupro,dezembro,25,38,32,9,21,30,38,56
Paraíba,Estupro,fevereiro,24,34,35,13,12,18,13,40
Paraíba,Estupro,janeiro,26,41,26,20,24,13,20,34
Paraíba,Estupro,julho,18,34,35,18,22,7,38,48
Paraíba,Estupro,junho,21,46,21,34,16,33,17,33
Paraíba,Estupro,maio,27,52,40,30,27,11,21,58
Paraíba,Estupro,março,25,33,31,18,16,9,19,49
Paraíba,Estupro,novembro,26,40,24,21,15,26,34,55
Paraíba,Estupro,outubro,25,26,23,21,29,18,40,50
Paraíba,Estupro,setembro,23,31,26,20,16,10,14,70
Paraíba,Furto de veículo,abril,121,26,22,126,32,71,46,87
Paraíba,Furto de veículo,agosto,216,22,11,126,96,47,62,62
Paraíba,Furto de veículo,dezembro,183,22,13,126,104,67,63,57
Paraíba,Furto de veículo,fevereiro,110,26,11,121,92,97,39,49
Paraíba,Furto de veículo,janeiro,92,27,18,151,125,91,50,47
Paraíba,Furto de veículo,julho,182,54,23,141,109,63,65,130
Paraíba,Furto de veículo,junho,89,26,34,166,51,51,65,131
Paraíba,Furto de veículo,maio,155,19,22,154,55,49,60,76
Paraíba,Furto de veículo,março,120,23,27,118,102,75,33,95
Paraíba,Furto de veículo,novembro,163,20,12,116,0,59,86,85
Paraíba,Furto de veículo,outubro,206,26,10,109,56,60,71,66
Paraíba,Furto de veículo,setembro,204,25,13,112,60,43,68,91
Paraíba,Homicídio doloso,abril,119,89,90,96,78,120,102,86
Paraíba,Homicídio doloso,agosto,111,99,113,75,77,96,94,69
Paraíba,Homicídio doloso,dezembro,110,113,102,105,73,98,89,77
Paraíba,Homicídio doloso,fevereiro,129,126,97,92,84,83,90,101
Paraíba,Homicídio doloso,janeiro,128,107,106,125,75,86,107,90
Paraíba,Homicídio doloso,julho,93,79,94,98,64,83,69,78
Paraíba,Homicídio doloso,junho,103,92,91,104,80,89,103,89
Paraíba,Homicídio doloso,maio,101,117,79,84,72,92,89,98
Paraíba,Homicídio doloso,março,107,128,120,90,77,86,100,87
Paraíba,Homicídio doloso,novembro,133,92,111,94,85,119,91,84
Paraíba,Homicídio doloso,outubro,120,112,91,95,76,91,89,74
Paraíba,Homicídio doloso,setembro,124,94,109,115,84,70,83,86
Paraíba,Lesão corporal seguida de morte,abril,1,0,0,0,0,0,0,0
Paraíba,Lesão corporal seguida de morte,agosto,1,0,2,0,0,0,0,2
Paraíba,Lesão corporal seguida de morte,dezembro,0,0,1,0,0,0,0,0
Paraíba,Lesão corporal seguida de morte,fevereiro,0,0,1,1,0,0,1,0
Paraíba,Lesão corporal seguida de morte,janeiro,0,0,1,2,0,0,0,0
Paraíba,Lesão corporal seguida de morte,julho,1,0,0,0,0,0,0,0
Paraíba,Lesão corporal seguida de morte,junho,0,0,0,0,0,0,1,2
Paraíba,Lesão corporal seguida de morte,maio,0,0,1,0,0,0,0,0
Paraíba,Lesão corporal seguida de morte,março,0,0,0,0,0,1,0,0
Paraíba,Lesão corporal seguida de morte,novembro,4,0,0,1,0,0,0,0
Paraíba,Lesão corporal seguida de morte,outubro,0,1,0,1,0,0,1,0
Paraíba,Lesão corporal seguida de morte,setembro,0,1,0,0,0,0,0,0
Paraíba,Roubo a instituição financeira,abril,2,1,0,2,2,2,2,4
Paraíba,Roubo a instituição financeira,agosto,2,4,2,4,0,0,2,1
Paraíba,Roubo a instituição financeira,dezembro,2,1,3,8,1,3,0,1
Paraíba,Roubo a instituição financeira,fevereiro,0,2,1,6,2,2,1,1
Paraíba,Roubo a instituição financeira,janeiro,6,5,1,9,3,2,1,1
Paraíba,Roubo a instituição financeira,julho,0,4,3,3,0,1,0,1
Paraíba,Roubo a instituição financeira,junho,5,2,1,7,5,1,3,5
Paraíba,Roubo a instituição financeira,maio,4,5,1,3,3,4,0,3
Paraíba,Roubo a instituição financeira,março,5,4,2,6,4,0,0,1
Paraíba,Roubo a instituição financeira,novembro,2,2,3,7,1,0,1,0
Paraíba,Roubo a instituição financeira,outubro,3,2,4,6,1,0,2,1
Paraíba,Roubo a instituição financeira,setembro,4,2,2,6,0,3,2,0
Paraíba,Roubo de carga,abril,0,0,0,9,0,1,1,3
Paraíba,Roubo de carga,agosto,0,0,0,6,0,3,3,1
Paraíba,Roubo de carga,dezembro,0,0,0,0,1,1,1,3
Paraíba,Roubo de carga,fevereiro,1,0,0,4,3,2,3,0
Paraíba,Roubo de carga,janeiro,0,0,1,4,1,2,2,4
Paraíba,Roubo de carga,julho,0,0,0,6,0,2,3,1
Paraíba,Roubo de carga,junho,0,0,0,3,0,0,3,0
Paraíba,Roubo de carga,maio,0,0,0,3,2,1,2,1
Paraíba,Roubo de carga,março,2,0,0,2,2,0,1,1
Paraíba,Roubo de carga,novembro,0,0,0,0,2,0,1,5
Paraíba,Roubo de carga,outubro,0,0,1,7,2,0,4,3
Paraíba,Roubo de carga,setembro,0,0,0,4,0,3,0,0
Paraíba,Roubo de veículo,abril,102,37,32,358,97,266,145,212
Paraíba,Roubo de veículo,agosto,139,19,28,324,131,179,210,166
Paraíba,Roubo de veículo,dezembro,115,12,28,275,198,165,134,124
Paraíba,Roubo de veículo,fevereiro,75,25,9,316,247,216,127,149
Paraíba,Roubo de veículo,janeiro,113,33,10,307,296,237,156,220
Paraíba,Roubo de veículo,julho,118,25,11,333,191,181,203,240
Paraíba,Roubo de veículo,junho,46,32,25,304,86,173,203,227
Paraíba,Roubo de veículo,maio,100,28,21,380,178,159,227,216
Paraíba,Roubo de veículo,março,144,27,12,341,285,276,165,275
Paraíba,Roubo de veículo,novembro,131,19,14,313,0,135,196,172
Paraíba,Roubo de veículo,outubro,111,27,26,327,114,171,186,192
Paraíba,Roubo de veículo,setembro,119,16,12,256,140,161,196,202
Paraíba,Roubo seguido de morte (latrocínio),abril,2,3,1,3,5,0,3,3
Paraíba,Roubo seguido de morte (latrocínio),agosto,2,2,4,5,0,0,2,1
Paraíba,Roubo seguido de morte (latrocínio),dezembro,0,4,6,1,2,0,1,3
Paraíba,Roubo seguido de morte (latrocínio),fevereiro,3,1,3,4,0,1,2,4
Paraíba,Roubo seguido de morte (latrocínio),janeiro,7,7,2,2,2,1,0,4
Paraíba,Roubo seguido de morte (latrocínio),julho,5,1,4,3,3,0,0,2
Paraíba,Roubo seguido de morte (latrocínio),junho,4,7,2,4,2,0,4,2
Paraíba,Roubo seguido de morte (latrocínio),maio,4,5,4,2,3,0,1,1
Paraíba,Roubo seguido de morte (latrocínio),março,5,0,6,2,0,0,0,4
Paraíba,Roubo seguido de morte (latrocínio),novembro,6,3,2,1,0,0,4,0
Paraíba,Roubo seguido de morte (latrocínio),outubro,3,4,1,4,0,1,0,2
Paraíba,Roubo seguido de morte (latrocínio),setembro,5,3,2,2,1,0,0,0
Paraíba,Tentativa de homicídio,abril,29,23,29,14,22,39,24,33
Paraíba,Tentativa de homicídio,agosto,17,27,19,20,25,26,30,33
Paraíba,Tentativa de homicídio,dezembro,23,22,18,10,14,18,42,41
Paraíba,Tentativa de homicídio,fevereiro,26,26,25,15,26,50,24,38
Paraíba,Tentativa de homicídio,janeiro,19,28,29,15,24,33,34,32
Paraíba,Tentativa de homicídio,julho,16,25,31,17,34,8,36,19
Paraíba,Tentativa de homicídio,junho,51,23,16,24,32,29,43,41
Paraíba,Tentativa de homicídio,maio,25,29,19,19,35,40,34,43
Paraíba,Tentativa de homicídio,março,34,25,30,20,10,26,27,29
Paraíba,Tentativa de homicídio,novembro,22,22,15,5,15,27,34,37
Paraíba,Tentativa de homicídio,outubro,16,15,17,10,16,47,28,40
Paraíba,Tentativa de homicídio,setembro,22,16,19,12,16,23,15,46
Pará,Estupro,abril,226,228,261,301,288,155,296,287
Pará,Estupro,agosto,212,259,282,313,288,291,373,466
Pará,Estupro,dezembro,193,168,197,215,215,243,225,372
Pará,Estupro,fevereiro,174,227,220,255,249,247,247,275
Pará,Estupro,janeiro,175,204,235,238,260,241,261,249
Pará,Estupro,julho,240,271,234,296,290,264,349,371
Pará,Estupro,junho,226,272,275,307,312,250,307,356
Pará,Estupro,maio,225,234,333,343,300,176,322,379
Pará,Estupro,março,201,202,244,283,266,192,315,257
Pará,Estupro,novembro,218,253,275,282,271,314,318,409
Pará,Estupro,outubro,243,248,304,317,327,317,335,433
Pará,Estupro,setembro,245,251,281,291,349,304,337,464
Pará,Furto de veículo,abril,240,277,366,342,255,111,216,309
Pará,Furto de veículo,agosto,239,366,468,298,245,247,278,287
Pará,Furto de veículo,dezembro,264,320,543,325,325,310,285,231
Pará,Furto de veículo,fevereiro,227,297,391,406,287,282,199,286
Pará,Furto de veículo,janeiro,225,260,333,436,286,296,272,247
Pará,Furto de veículo,julho,176,325,468,323,283,223,306,276
Pará,Furto de veículo,junho,200,313,436,347,307,176,218,286
Pará,Furto de veículo,maio,256,298,436,329,324,116,230,283
Pará,Furto de veículo,março,239,279,387,394,319,199,196,320
Pará,Furto de veículo,novembro,277,356,415,324,327,310,301,207
Pará,Furto de veículo,outubro,249,440,450,349,326,304,317,265
Pará,Furto de veículo,setembro,234,357,401,329,304,233,200,273
Pará,Homicídio doloso,abril,254,292,345,354,234,173,156,162
Pará,Homicídio doloso,agosto,254,318,330,283,193,169,210,173
Pará,Homicídio doloso,dezembro,330,312,344,266,193,202,169,178
Pará,Homicídio doloso,fevereiro,229,279,293,266,210,182,163,151
Pará,Homicídio doloso,janeiro,286,297,358,362,249,178,211,173
Pará,Homicídio doloso,julho,216,276,255,244,176,160,141,194
Pará,Homicídio doloso,junho,239,272,313,299,225,160,172,164
Pará,Homicídio doloso,maio,274,289,335,322,234,188,202,206
Pará,Homicídio doloso,março,239,285,278,272,240,182,166,170
Pará,Homicídio doloso,novembro,335,303,271,300,197,161,168,188
Pará,Homicídio doloso,outubro,301,357,318,300,190,208,184,187
Pará,Homicídio doloso,setembro,281,297,276,288,200,158,161,171
Pará,Lesão corporal seguida de morte,abril,3,6,8,1,3,1,3,3
Pará,Lesão corporal seguida de morte,agosto,3,4,2,2,2,4,3,2
Pará,Lesão corporal seguida de morte,dezembro,4,6,1,1,3,9,5,2
Pará,Lesão corporal seguida de morte,fevereiro,3,5,4,1,3,5,2,1
Pará,Lesão corporal seguida de morte,janeiro,5,6,3,2,1,1,2,2
Pará,Lesão corporal seguida de morte,julho,1,1,3,0,2,2,2,4
Pará,Lesão corporal seguida de morte,junho,0,3,5,1,4,7,1,2
Pará,Lesão corporal seguida de morte,maio,2,1,7,0,3,2,1,5
Pará,Lesão corporal seguida de morte,março,1,4,1,5,7,1,2,2
Pará,Lesão corporal seguida de morte,novembro,1,5,2,1,1,5,1,1
Pará,Lesão corporal seguida de morte,outubro,0,5,2,1,0,4,4,3
Pará,Lesão corporal seguida de morte,setembro,0,5,2,1,3,2,4,2
Pará,Roubo a instituição financeira,abril,2,1,1,2,0,2,0,0
Pará,Roubo a instituição financeira,agosto,2,1,1,3,1,0,0,0
Pará,Roubo a instituição financeira,dezembro,1,3,3,2,2,1,0,0
Pará,Roubo a instituição financeira,fevereiro,5,3,2,1,2,1,0,1
Pará,Roubo a instituição financeira,janeiro,1,3,3,1,4,1,0,0
Pará,Roubo a instituição financeira,julho,2,3,0,3,1,0,0,1
Pará,Roubo a instituição financeira,junho,3,4,0,0,1,1,0,0
Pará,Roubo a instituição financeira,maio,4,2,5,6,3,0,0,1
Pará,Roubo a instituição financeira,março,4,3,2,2,5,0,0,0
Pará,Roubo a instituição financeira,novembro,6,5,2,3,1,0,3,1
Pará,Roubo a instituição financeira,outubro,5,1,8,3,2,0,0,0
Pará,Roubo a instituição financeira,setembro,2,2,5,3,3,0,0,0
Pará,Roubo de carga,abril,6,12,5,4,16,8,19,6
Pará,Roubo de carga,agosto,11,9,12,20,12,7,8,18
Pará,Roubo de carga,dezembro,12,15,13,8,27,11,19,6
Pará,Roubo de carga,fevereiro,4,8,7,8,7,7,10,10
Pará,Roubo de carga,janeiro,9,11,9,14,11,21,12,11
Pará,Roubo de carga,julho,12,18,8,15,10,13,11,18
Pará,Roubo de carga,junho,11,7,14,5,16,18,11,10
Pará,Roubo de carga,maio,8,11,6,6,21,11,13,5
Pará,Roubo de carga,março,9,9,20,6,11,10,14,12
Pará,Roubo de carga,novembro,14,19,13,10,15,6,10,7
Pará,Roubo de carga,outubro,8,10,9,3,17,7,6,9
Pará,Roubo de carga,setembro,7,8,13,13,17,17,11,5
Pará,Roubo de veículo,abril,457,477,678,579,323,173,193,182
Pará,Roubo de veículo,agosto,415,652,745,471,296,194,215,157
Pará,Roubo de veículo,dezembro,551,559,795,407,324,249,264,146
Pará,Roubo de veículo,fevereiro,474,534,591,655,293,208,173,166
Pará,Roubo de veículo,janeiro,440,466,637,687,325,293,241,193
Pará,Roubo de veículo,julho,417,633,665,548,344,185,205,158
Pará,Roubo de veículo,junho,463,584,585,552,356,136,186,142
Pará,Roubo de veículo,maio,501,599,749,521,332,138,181,163
Pará,Roubo de veículo,março,472,500,686,727,340,232,177,188
Pará,Roubo de veículo,novembro,511,642,857,460,293,196,254,159
Pará,Roubo de veículo,outubro,536,680,803,508,346,239,220,155
Pará,Roubo de veículo,setembro,508,626,778,476,324,185,199,152
Pará,Roubo seguido de morte (latrocínio),abril,13,18,28,23,12,9,4,10
Pará,Roubo seguido de morte (latrocínio),agosto,16,21,14,17,6,7,5,6
Pará,Roubo seguido de morte (latrocínio),dezembro,14,12,22,13,8,10,9,5
Pará,Roubo seguido de morte (latrocínio),fevereiro,13,16,23,22,13,9,15,5
Pará,Roubo seguido de morte (latrocínio),janeiro,15,16,24,16,16,10,9,3
Pará,Roubo seguido de morte (latrocínio),julho,13,13,13,16,13,6,6,3
Pará,Roubo seguido de morte (latrocínio),junho,15,14,13,19,7,10,7,8
Pará,Roubo seguido de morte (latrocínio),maio,15,19,13,18,14,10,10,6
Pará,Roubo seguido de morte (latrocínio),março,12,24,14,11,5,9,13,6
Pará,Roubo seguido de morte (latrocínio),novembro,20,9,23,11,7,10,8,3
Pará,Roubo seguido de morte (latrocínio),outubro,17,14,16,8,9,3,8,4
Pará,Roubo seguido de morte (latrocínio),setembro,24,16,22,14,12,4,8,13
Pará,Tentativa de homicídio,abril,140,127,124,164,146,70,71,87
Pará,Tentativa de homicídio,agosto,123,122,128,156,105,108,101,154
Pará,Tentativa de homicídio,dezembro,112,115,100,133,114,93,80,132
Pará,Tentativa de homicídio,fevereiro,106,117,108,118,136,110,58,91
Pará,Tentativa de homicídio,janeiro,146,130,107,106,127,101,88,82
Pará,Tentativa de homicídio,julho,106,115,98,152,101,94,82,99
Pará,Tentativa de homicídio,junho,137,104,111,157,127,85,58,90
Pará,Tentativa de homicídio,maio,137,128,116,159,125,97,104,99
Pará,Tentativa de homicídio,março,128,122,107,110,177,111,80,89
Pará,Tentativa de homicídio,novembro,123,123,118,132,109,89,103,134
Pará,Tentativa de homicídio,outubro,134,140,122,143,118,122,108,130
Pará,Tentativa de homicídio,setembro,148,120,119,139,140,112,104,175
Pernambuco,Estupro,abril,193,196,111,189,175,131,148,193
Pernambuco,Estupro,agosto,169,218,164,159,174,185,147,178
Pernambuco,Estupro,dezembro,173,201,147,133,173,180,152,189
Pernambuco,Estupro,fevereiro,179,161,140,155,162,149,159,137
Pernambuco,Estupro,janeiro,197,221,145,165,161,171,244,146
Pernambuco,Estupro,julho,139,184,82,159,158,149,182,199
Pernambuco,Estupro,junho,177,155,111,171,157,144,171,180
Pernambuco,Estupro,maio,181,164,129,184,222,167,188,161
Pernambuco,Estupro,março,197,197,144,141,170,134,187,216
Pernambuco,Estupro,novembro,183,173,141,159,155,161,199,185
Pernambuco,Estupro,outubro,192,192,161,158,194,161,166,222
Pernambuco,Estupro,setembro,194,207,176,162,177,199,190,197
Pernambuco,Furto de veículo,abril,288,282,560,447,491,346,336,492
Pernambuco,Furto de veículo,agosto,0,467,490,390,506,390,402,640
Pernambuco,Furto de veículo,dezembro,1096,574,564,454,487,457,522,706
Pernambuco,Furto de veículo,fevereiro,454,7,572,450,515,511,356,429
Pernambuco,Furto de veículo,janeiro,381,6,633,533,442,482,450,496
Pernambuco,Furto de veículo,julho,0,499,539,444,504,373,400,580
Pernambuco,Furto de veículo,junho,2,555,594,542,548,368,344,555
Pernambuco,Furto de veículo,maio,1,452,556,432,529,327,388,594
Pernambuco,Furto de veículo,março,283,259,593,515,593,462,325,510
Pernambuco,Furto de veículo,novembro,1170,590,482,381,500,391,496,645
Pernambuco,Furto de veículo,outubro,45,590,517,416,490,391,458,654
Pernambuco,Furto de veículo,setembro,49,551,512,383,532,313,434,721
Pernambuco,Homicídio doloso,abril,300,327,454,312,289,298,265,285
Pernambuco,Homicídio doloso,agosto,297,335,366,269,253,238,257,184
Pernambuco,Homicídio doloso,dezembro,319,444,369,288,271,270,278,290
Pernambuco,Homicídio doloso,fevereiro,297,286,448,372,253,286,230,278
Pernambuco,Homicídio doloso,janeiro,305,333,442,413,286,304,262,285
Pernambuco,Homicídio doloso,julho,275,324,395,305,228,277,243,220
Pernambuco,Homicídio doloso,junho,251,310,337,312,229,259,223,242
Pernambuco,Homicídio doloso,maio,285,299,411,329,280,315,261,275
Pernambuco,Homicídio doloso,março,322,371,494,333,292,336,245,346
Pernambuco,Homicídio doloso,novembro,339,377,410,283,265,257,278,260
Pernambuco,Homicídio doloso,outubro,362,406,403,307,286,257,241,278
Pernambuco,Homicídio doloso,setembro,268,356,381,293,256,258,257,201
Pernambuco,Lesão corporal seguida de morte,abril,1,4,9,1,2,0,3,2
Pernambuco,Lesão corporal seguida de morte,agosto,3,3,6,2,1,2,2,1
Pernambuco,Lesão corporal seguida de morte,dezembro,2,2,1,2,0,0,2,0
Pernambuco,Lesão corporal seguida de morte,fevereiro,2,5,3,3,0,0,0,0
Pernambuco,Lesão corporal seguida de morte,janeiro,1,0,2,0,1,4,1,1
Pernambuco,Lesão corporal seguida de morte,julho,1,3,3,2,2,1,1,1
Pernambuco,Lesão corporal seguida de morte,junho,0,4,5,1,1,13,2,0
Pernambuco,Lesão corporal seguida de morte,maio,4,4,5,0,2,1,1,3
Pernambuco,Lesão corporal seguida de morte,março,1,2,0,2,2,1,1,2
Pernambuco,Lesão corporal seguida de morte,novembro,3,0,1,1,1,3,1,2
Pernambuco,Lesão corporal seguida de morte,outubro,2,4,0,2,3,3,1,2
Pernambuco,Lesão corporal seguida de morte,setembro,3,3,2,0,3,0,1,1
Pernambuco,Roubo a instituição financeira,abril,8,11,2,3,1,0,1,0
Pernambuco,Roubo a instituição financeira,agosto,4,7,3,0,0,1,0,1
Pernambuco,Roubo a instituição financeira,dezembro,10,5,7,0,0,0,0,0
Pernambuco,Roubo a instituição financeira,fevereiro,8,9,5,2,0,0,1,0
Pernambuco,Roubo a instituição financeira,janeiro,5,6,8,3,1,0,0,0
Pernambuco,Roubo a instituição financeira,julho,6,11,6,8,2,0,0,0
Pernambuco,Roubo a instituição financeira,junho,4,7,11,4,2,0,1,0
Pernambuco,Roubo a instituição financeira,maio,2,10,7,2,3,3,2,0
Pernambuco,Roubo a instituição financeira,março,9,7,5,3,0,0,0,0
Pernambuco,Roubo a instituição financeira,novembro,8,5,2,0,0,0,0,0
Pernambuco,Roubo a instituição financeira,outubro,9,4,1,1,0,0,0,0
Pernambuco,Roubo a instituição financeira,setembro,7,5,2,0,0,0,0,2
Pernambuco,Roubo de carga,abril,21,40,65,51,50,60,31,26
Pernambuco,Roubo de carga,agosto,20,45,53,51,36,39,41,36
Pernambuco,Roubo de carga,dezembro,30,52,29,45,49,24,30,33
Pernambuco,Roubo de carga,fevereiro,18,37,63,37,30,39,31,31
Pernambuco,Roubo de carga,janeiro,20,36,52,57,31,78,22,26
Pernambuco,Roubo de carga,julho,27,46,61,50,45,47,27,25
Pernambuco,Roubo de carga,junho,22,40,46,60,55,36,31,20
Pernambuco,Roubo de carga,maio,18,43,69,46,53,46,35,27
Pernambuco,Roubo de carga,março,31,32,71,57,36,63,33,29
Pernambuco,Roubo de carga,novembro,35,45,59,49,52,36,29,43
Pernambuco,Roubo de carga,outubro,29,34,55,31,77,36,26,22
Pernambuco,Roubo de carga,setembro,28,38,50,32,40,24,29,31
Pernambuco,Roubo de veículo,abril,757,1111,1735,1395,1112,903,804,893
Pernambuco,Roubo de veículo,agosto,925,1178,1716,1142,1140,619,832,947
Pernambuco,Roubo de veículo,dezembro,1009,1516,1341,1096,982,803,865,1042
Pernambuco,Roubo de veículo,fevereiro,600,999,1602,1289,979,873,665,812
Pernambuco,Roubo de veículo,janeiro,702,1154,1775,1514,1030,1113,913,912
Pernambuco,Roubo de veículo,julho,941,1327,1594,1328,1206,747,914,985
Pernambuco,Roubo de veículo,junho,702,1117,1612,1382,1065,749,760,954
Pernambuco,Roubo de veículo,maio,805,1223,1699,1378,1248,733,751,903
Pernambuco,Roubo de veículo,março,717,1167,1908,1479,1035,962,758,955
Pernambuco,Roubo de veículo,novembro,1015,1491,1401,1170,1126,732,818,993
Pernambuco,Roubo de veículo,outubro,1040,1491,1523,1116,1074,732,761,872
Pernambuco,Roubo de veículo,setembro,941,1443,1496,1038,1130,588,732,856
Pernambuco,Roubo seguido de morte (latrocínio),abril,9,7,22,14,8,6,13,12
Pernambuco,Roubo seguido de morte (latrocínio),agosto,13,9,25,8,11,7,9,9
Pernambuco,Roubo seguido de morte (latrocínio),dezembro,12,12,8,7,12,7,8,6
Pernambuco,Roubo seguido de morte (latrocínio),fevereiro,10,6,26,14,13,6,12,10
Pernambuco,Roubo seguido de morte (latrocínio),janeiro,5,6,12,11,12,8,13,14
Pernambuco,Roubo seguido de morte (latrocínio),julho,12,5,28,13,12,13,7,11
Pernambuco,Roubo seguido de morte (latrocínio),junho,8,8,17,5,10,1,12,7
Pernambuco,Roubo seguido de morte (latrocínio),maio,14,9,23,11,10,15,9,4
Pernambuco,Roubo seguido de morte (latrocínio),março,4,11,23,13,10,9,9,7
Pernambuco,Roubo seguido de morte (latrocínio),novembro,9,17,19,6,17,9,12,5
Pernambuco,Roubo seguido de morte (latrocínio),outubro,9,10,12,8,9,9,8,3
Pernambuco,Roubo seguido de morte (latrocínio),setembro,7,12,12,7,8,11,7,10
Pernambuco,Tentativa de homicídio,abril,292,254,306,263,285,319,208,215
Pernambuco,Tentativa de homicídio,agosto,255,220,301,233,280,342,239,169
Pernambuco,Tentativa de homicídio,dezembro,302,260,315,282,371,245,246,217
Pernambuco,Tentativa de homicídio,fevereiro,263,212,296,313,286,257,238,205
Pernambuco,Tentativa de homicídio,janeiro,274,271,320,296,342,300,258,211
Pernambuco,Tentativa de homicídio,julho,192,262,285,255,311,269,214,169
Pernambuco,Tentativa de homicídio,junho,219,241,284,321,264,307,220,195
Pernambuco,Tentativa de homicídio,maio,261,231,264,291,320,307,268,219
Pernambuco,Tentativa de homicídio,março,269,264,337,319,320,325,227,251
Pernambuco,Tentativa de homicídio,novembro,244,249,317,259,257,293,256,178
Pernambuco,Tentativa de homicídio,outubro,264,272,308,258,269,293,233,205
Pernambuco,Tentativa de homicídio,setembro,245,246,291,264,297,263,226,177
Piauí,Estupro,abril,25,50,58,47,59,39,72,73
Piauí,Estupro,agosto,55,64,64,74,60,62,90,93
Piauí,Estupro,dezembro,61,37,62,54,52,71,66,84
Piauí,Estupro,fevereiro,37,36,42,44,49,61,65,71
Piauí,Estupro,janeiro,35,54,50,62,52,61,54,61
Piauí,Estupro,julho,44,66,55,44,48,57,89,90
Piauí,Estupro,junho,52,71,54,63,63,48,70,105
